Подача и захват бумаги;AX200363;AX200363 - Электромагнитная муфта;['Ricoh SP 150SUw', 'Ricoh SP 150SU', 'Ricoh SP 150w'];
Подача и захват бумаги;GF013001;GF013001 - Накладка площадки отделения бумаги;['Ricoh Aficio SP 311DN', 'Ricoh Aficio SP 3510DN', 'Ricoh Aficio MP2014AD', 'Ricoh Aficio SP 311DNw', 'Ricoh SP 150', 'Ricoh Aficio MP2014D', 'Ricoh Aficio SP 3400N', 'Ricoh SP 150SU', 'Ricoh Aficio SP 300DN', 'Ricoh Aficio SP 3410DN', 'Ricoh SP 150SUw', 'Ricoh Aficio SP 310DN', 'Ricoh Aficio SP 3500N', 'Ricoh SP 150w'];
Подача и захват бумаги;GF031010;GF031010 - Ролик подачи бумаги;['Ricoh SP 150SUw', 'Ricoh SP 150SU', 'Ricoh SP 150w'];
Внутренние компоненты;GX640027;GX640027 - Вентилятор;['Ricoh SP 150SUw', 'Ricoh SP 150SU', 'Ricoh SP 150w'];
Узел переноса;M1336254;M1336254 - Шестерня вала переноса заряда;['Ricoh SP 220SFNw', 'Ricoh SP 277NwX', 'Ricoh SP 150SU', 'Ricoh SP 220SNw', 'Ricoh SP 277SFNwX', 'Ricoh SP 150SUw', 'Ricoh SP 221Nw', 'Ricoh SP 277SNwX', 'Ricoh SP 150w', 'Ricoh SP 221SFNw', 'Ricoh SP 220Nw', 'Ricoh SP 221SNw'];
Узел переноса;M1336259;M1336259 - Направляющий ролик вала переноса заряда;['Ricoh SP 220SFNw', 'Ricoh SP 277NwX', 'Ricoh SP 150SU', 'Ricoh SP 220SNw', 'Ricoh SP 277SFNwX', 'Ricoh SP 150SUw', 'Ricoh SP 221Nw', 'Ricoh SP 277SNwX', 'Ricoh SP 150w', 'Ricoh SP 221SFNw', 'Ricoh SP 220Nw', 'Ricoh SP 221SNw'];
Узел переноса;M1336262;M1336262 - Подшипник вала переноса заряда (правый);['Ricoh SP 220SFNw', 'Ricoh SP 277NwX', 'Ricoh SP 150SU', 'Ricoh SP 220SNw', 'Ricoh SP 277SFNwX', 'Ricoh SP 150SUw', 'Ricoh SP 221Nw', 'Ricoh SP 277SNwX', 'Ricoh SP 150w', 'Ricoh SP 221SFNw', 'Ricoh SP 220Nw', 'Ricoh SP 221SNw'];
Узел переноса;M1336263;M1336263 - Подшипник вала переноса заряда (левый);['Ricoh SP 220SFNw', 'Ricoh SP 277NwX', 'Ricoh SP 150SU', 'Ricoh SP 220SNw', 'Ricoh SP 277SFNwX', 'Ricoh SP 150SUw', 'Ricoh SP 221Nw', 'Ricoh SP 277SNwX', 'Ricoh SP 150w', 'Ricoh SP 221SFNw', 'Ricoh SP 220Nw', 'Ricoh SP 221SNw'];
Узел переноса;M1336264;M1336264 - Пружина вала переноса заряда;['Ricoh SP 220SFNw', 'Ricoh SP 277NwX', 'Ricoh SP 150SU', 'Ricoh SP 220SNw', 'Ricoh SP 277SFNwX', 'Ricoh SP 150SUw', 'Ricoh SP 221Nw', 'Ricoh SP 277SNwX', 'Ricoh SP 150w', 'Ricoh SP 221SFNw', 'Ricoh SP 220Nw', 'Ricoh SP 221SNw'];
Узел переноса;M2796250;M2796250 - Вал переноса заряда;['Ricoh SP 150SUw', 'Ricoh SP 150SU', 'Ricoh SP 150w'];
Электронные компоненты;AX061155;AX061155 - Мотор;['Ricoh SP 150SUw', 'Ricoh SP 150SU', 'Ricoh SP 150w'];
