Подача и захват бумаги;44284917;44284917 - Ролик захвата бумаги из основного лотка, в сборе;['OKI C130n', 'OKI MC160n'];
Подача и захват бумаги;44284922;44284922 - Площадка отделения бумаги из основного лотка, в сборе;['OKI C130n', 'OKI MC160n'];
Узел переноса;44284939;44284939 - Вал переноса заряда;['OKI C130n', 'OKI MC160n'];
Узел термозакрепления;44284969;44284969 - Печь, в сборе (220В / Ресурс: до 50,000 стр.);['OKI C130n'];
