Подача и захват бумаги;059K36730;059K36730 - Ролик подачи бумаги, в сборе;['Xerox Phaser 6350DX', 'Xerox Phaser 6360DT', 'Xerox Phaser 6300N', 'Xerox Phaser 6360DA', 'Xerox Phaser 6360DX', 'Xerox Phaser 6350DP', 'Xerox Phaser 6360DB', 'Xerox Phaser 6360N', 'Xerox Phaser 6350DT', 'Xerox Phaser 6360DN'];
Подача и захват бумаги;604K25823;604K25823 - Комплект роликов подачи бумаги;['Xerox Phaser 6360DX', 'Xerox Phaser 6360DT', 'Xerox Phaser 6360N'];
Узел переноса;848K03841;848K03841 - Блок проявки (жёлтый);['Xerox Phaser 6360DN', 'Xerox Phaser 6360DX', 'Xerox Phaser 6360DB', 'Xerox Phaser 6360DT', 'Xerox Phaser 6360N'];
Узел переноса;848K03851;848K03851 - Блок проявки (пурпурный);['Xerox Phaser 6360DN', 'Xerox Phaser 6360DX', 'Xerox Phaser 6360DB', 'Xerox Phaser 6360DT', 'Xerox Phaser 6360N'];
Узел переноса;848K03861;848K03861 - Блок проявки (голубой);['Xerox Phaser 6360DN', 'Xerox Phaser 6360DX', 'Xerox Phaser 6360DB', 'Xerox Phaser 6360DT', 'Xerox Phaser 6360N'];
Узел переноса;848K03871;848K03871 - Блок проявки (чёрный);['Xerox Phaser 6360DN', 'Xerox Phaser 6360DX', 'Xerox Phaser 6360DB', 'Xerox Phaser 6360DT', 'Xerox Phaser 6360N'];
Электронные компоненты;062K17234;062K17234 - Блок лазера;['Xerox Phaser 6360DN', 'Xerox Phaser 6360DX', 'Xerox Phaser 6360DB', 'Xerox Phaser 6360DT', 'Xerox Phaser 6360N'];
Электронные компоненты;097S03382;"097S03382 - Модуль памяти (512MB)
Снято с производства";['Xerox Phaser 6360DX', 'Xerox Phaser 7400DXF', 'Xerox Phaser 6360', 'Xerox Phaser 6360N', 'Xerox Phaser 7400N', 'Xerox Phaser 6360DA', 'Xerox Phaser 7400', 'Xerox Phaser 8500', 'Xerox Phaser 6360DB', 'Xerox Phaser 7400DN', 'Xerox Phaser 8550', 'Xerox Phaser 6360DN', 'Xerox Phaser 7400DT', 'Xerox Phaser 8560', 'Xerox Phaser 6360DT', 'Xerox Phaser 7400DX'];
Электронные компоненты;097S03741;"097S03741 - Адаптер беспроводной сетевой печати
Снято с производства";['Xerox Phaser 6128MFP/N', 'Xerox Phaser 6360DX', 'Xerox Phaser 3600', 'Xerox Phaser 6360DN', 'Xerox Phaser 6360N', 'Xerox Phaser 6128MFP', 'Xerox Phaser 6360DT'];
Электронные компоненты;101E28721;101E28721 - Панель управления;['Xerox Phaser 6360DX', 'Xerox Phaser 6360DT', 'Xerox Phaser 6360N'];
Узел термозакрепления;115R00056;115R00056 - Печь, в сборе (220В);['Xerox Phaser 6360DN', 'Xerox Phaser 6360DX', 'Xerox Phaser 6360DB', 'Xerox Phaser 6360DT', 'Xerox Phaser 6360N'];
Детали корпуса;054K28372;054K28372 - Разгрузочный желоб, в сборе;['Xerox Phaser 6350DX', 'Xerox Phaser 6360DT', 'Xerox Phaser 6300N', 'Xerox Phaser 6360DA', 'Xerox Phaser 6360DX', 'Xerox Phaser 6350DP', 'Xerox Phaser 6360DB', 'Xerox Phaser 6360N', 'Xerox Phaser 6350DT', 'Xerox Phaser 6360DN'];
