Узел автоматической подачи оригиналов;059K48900;059K48900 - Узел захвата бумаги из автоподатчика документов, в сборе (с двухсторонним сканированием);['Xerox WorkCentre 7232', 'Xerox WorkCentre 7328', 'Xerox WorkCentre 5230', 'Xerox WorkCentre 7235', 'Xerox WorkCentre 7335', 'Xerox WorkCentre 7132', 'Xerox WorkCentre 7242', 'Xerox WorkCentre 7345', 'Xerox WorkCentre 7228', 'Xerox WorkCentre 7245', 'Xerox WorkCentre 7346'];
Узел автоматической подачи оригиналов;604K20760;604K20760 - Комплект захвата бумаги из автоподатчика документов (с двухсторонним сканированием / ролик подачи, ролик протяжки и ролик отделения в комплекте);['Xerox WorkCentre 7228', 'Xerox WorkCentre 7425', 'Xerox CopyCentre C128', 'Xerox WorkCentre 7232', 'Xerox WorkCentre 7428', 'Xerox CopyCentre C133', 'Xerox WorkCentre 7235', 'Xerox WorkCentre 7435', 'Xerox WorkCentre 5222', 'Xerox WorkCentre 7242', 'Xerox WorkCentre M123', 'Xerox WorkCentre 5225', 'Xerox WorkCentre 7245', 'Xerox WorkCentre M128', 'Xerox WorkCentre 5225A', 'Xerox WorkCentre 7328', 'Xerox WorkCentre M133', 'Xerox WorkCentre 5230', 'Xerox WorkCentre 7335', 'Xerox WorkCentre Pro 123', 'Xerox WorkCentre 5230A', 'Xerox WorkCentre 7345', 'Xerox WorkCentre Pro 128', 'Xerox WorkCentre 7132', 'Xerox WorkCentre 7346', 'Xerox WorkCentre Pro 133'];E:\Projects\PycharmProjects\parser_profit\images\xerox\604K20760.jpg
Подача и захват бумаги;604K20360;604K20360 - Комплект роликов захвата / подачи бумаги из кассеты (ролик подачи, ролик протяжки и ролик отделения в комплекте);['Xerox Phaser 5550', 'Xerox WorkCentre 5230A', 'Xerox CopyCentre C123', 'Xerox Phaser 5550B', 'Xerox WorkCentre 7132', 'Xerox CopyCentre C128', 'Xerox Phaser 5550B', 'Xerox WorkCentre 7228', 'Xerox CopyCentre C133', 'Xerox Phaser 5550DN', 'Xerox WorkCentre 7232', 'Xerox DocuColor 250', 'Xerox Phaser 5550DN', 'Xerox WorkCentre 7235', 'Xerox Phaser 5400DT', 'Xerox Phaser 5550DT', 'Xerox WorkCentre 7242', 'Xerox Phaser 5400DX', 'Xerox Phaser 5550DT', 'Xerox WorkCentre 7245', 'Xerox Phaser 5400N', 'Xerox Phaser 5550DX', 'Xerox WorkCentre 7328', 'Xerox Phaser 5500', 'Xerox Phaser 5550DX', 'Xerox WorkCentre 7335', 'Xerox Phaser 5500', 'Xerox Phaser 5550N', 'Xerox WorkCentre 7345', 'Xerox Phaser 5500B', 'Xerox Phaser 5550N', 'Xerox WorkCentre 7346', 'Xerox Phaser 5500B', 'Xerox Phaser 7760DN', 'Xerox WorkCentre M118', 'Xerox Phaser 5500DN', 'Xerox Phaser 7760DX', 'Xerox WorkCentre M118', 'Xerox Phaser 5500DN', 'Xerox Phaser 7760GX', 'Xerox WorkCentre M118i', 'Xerox Phaser 5500DT', 'Xerox WorkCentre 5019', 'Xerox WorkCentre M123', 'Xerox Phaser 5500DT', 'Xerox WorkCentre 5021', 'Xerox WorkCentre M128', 'Xerox Phaser 5500DX', 'Xerox WorkCentre 5021D', 'Xerox WorkCentre M128', 'Xerox Phaser 5500DX', 'Xerox WorkCentre 5222', 'Xerox WorkCentre M133', 'Xerox Phaser 5500N', 'Xerox WorkCentre 5225', 'Xerox WorkCentre Pro 123', 'Xerox Phaser 5500N', 'Xerox WorkCentre 5225A', 'Xerox WorkCentre Pro 128', 'Xerox Phaser 5550', 'Xerox WorkCentre 5230', 'Xerox WorkCentre Pro 133'];E:\Projects\PycharmProjects\parser_profit\images\xerox\604K20360.jpg
Узел термозакрепления;008R13056;008R13056 - Печь, в сборе (220В);[];
