Подача и захват бумаги;116189500;116189500 - Флажок датчика наличия бумаги в лотке ручной подачи;['Xerox Phaser 6100D', 'Xerox Phaser 6100DN'];
Подача и захват бумаги;116194800;116194800 - Резиновый элемент на ролик захвата бумаги из лотка ручной подачи;['Xerox Phaser 6100D', 'Xerox Phaser 6100DN'];
Подача и захват бумаги;116195100;"116195100 - Резиновый элемент на ролик захвата бумаги из кассеты
Снято с производства";['Xerox Phaser 6100D', 'Xerox Phaser 6100DN'];
Электронные компоненты;116186100;116186100 - Блок лазера;['Xerox Phaser 6100D', 'Xerox Phaser 6100DN'];
Узел термозакрепления;116157900;"116157900 - Печь, в сборе (220В)
Снято с производства";['Xerox Phaser 6100D', 'Xerox Phaser 6100DN'];
Документация;071087200;"071087200 - Сервисная документация (Английский язык; 02/2003)";['Xerox Phaser 6100D', 'Xerox Phaser 6100DN'];
